,PREC_ID,DEM,REP,OTHER,W,B,I,M,O,P,U,A
1666,R1,618,173,195,350,575,1,4,9,0,47,0
1667,R2,795,196,253,401,732,3,2,16,0,89,1
1668,RBN,278,614,423,971,110,4,9,112,0,105,4
1669,RC,1231,2050,1330,3620,551,6,11,46,0,367,10
1670,RC1,1524,1060,1105,1964,1238,8,22,74,0,361,22
1671,RC2,2046,1647,1784,2911,1581,13,33,109,0,768,62
1672,RCTL,1915,784,1135,2030,1414,10,16,44,0,310,10
1673,RE,1955,1099,2445,3591,386,19,52,212,0,650,589
1674,REVERE,143,42,86,229,0,3,1,1,0,37,0
1675,RF,1070,210,782,1469,141,1,16,70,0,250,115
1676,RG,464,957,983,2108,29,4,7,37,0,202,17
1677,RGER,303,836,566,1616,10,9,3,7,0,58,2
1678,RICH S,962,73,246,298,902,1,1,9,0,69,1
1679,RINGW,1089,88,148,137,1052,30,7,17,0,75,7
1680,RIPPY,1213,1432,1051,2567,750,5,25,32,0,309,8
1681,RIV,283,204,295,719,1,2,2,8,0,47,3
1682,RL09,1240,2448,2109,4135,800,19,31,156,2,624,30
1683,RM,737,1325,800,2089,405,7,13,97,0,235,16
1684,RN,1004,2855,1772,4525,316,18,15,203,0,541,13
1685,ROC,431,159,195,292,346,3,4,40,0,100,0
1686,ROCK,418,331,214,511,322,2,4,28,0,96,0
1687,ROSE,1179,1098,819,1866,807,14,17,92,0,292,8
1688,ROWA,625,599,395,897,441,16,6,110,0,146,3
1689,ROX4,849,365,509,904,625,6,5,28,1,154,0
1690,RP20,670,650,622,1170,455,4,5,85,0,220,3
1691,RR,196,408,428,916,5,1,5,12,0,92,1
1692,RR 10,1206,410,985,1509,818,14,17,37,0,167,39
1693,RR 11,1083,501,946,1509,815,16,7,29,0,140,14
1694,RR1-2,593,216,517,753,447,6,7,22,0,86,5
1695,RR3-4,794,488,893,1657,322,9,9,20,0,144,14
1696,RR7-9,2623,411,1014,1125,2577,12,17,23,0,289,5
1697,RRCE,1304,687,1099,1892,916,14,7,24,0,220,17
1698,RVRD,661,728,583,1432,320,2,4,43,0,171,0
1699,RX,725,86,233,233,751,2,1,2,0,54,1
1700,S 4A,2063,1243,1213,2536,1538,9,24,48,0,351,13
1701,S 5,1122,785,681,1483,822,3,5,15,1,247,12
1702,S C,3123,1800,2006,3917,2172,12,40,98,1,657,32
1703,S S,2544,1708,1594,3293,1901,8,21,74,0,527,22
1704,S1S2,607,1194,879,2321,90,5,7,28,0,225,4
1705,SA,688,664,737,1934,4,5,6,11,0,122,7
1706,SA04,356,561,681,1419,14,0,2,12,0,148,3
1707,SAL,328,381,485,933,158,0,5,18,0,74,6
1708,SALM,923,390,509,1041,577,3,10,44,0,139,8
1709,SANDY,155,153,193,433,0,0,1,3,0,63,1
1710,SASS,863,519,462,1191,510,0,5,22,0,115,1
1711,SAV,355,369,405,993,8,16,2,9,0,94,7
1712,SB,780,2344,1838,4369,98,3,22,64,0,397,9
1713,SB02,1151,1156,995,2121,783,6,14,52,0,323,3
1714,SBCK,107,474,223,727,5,1,2,11,0,58,0
1715,SBRG,313,460,223,704,163,10,7,34,0,74,4
1716,SC,573,248,257,682,308,2,2,13,0,68,3
1717,SC13,870,1683,1529,3390,139,12,11,47,0,462,21
1718,SCC,562,501,623,1485,9,19,4,12,0,152,5
1719,SCLAY,408,1036,561,1767,82,8,7,9,0,131,1
1720,SCRK,2265,694,946,1730,1706,6,10,86,0,363,4
1721,SDC,2112,1400,2171,4854,110,63,26,103,0,477,50
1722,SDRI,1437,2242,1987,3875,739,11,31,207,0,561,242
1723,SE,2092,3095,2039,5173,1123,22,29,168,1,697,13
1724,SEABOA,616,82,222,291,568,3,4,3,0,50,1
1725,SEVERN,208,49,98,203,128,0,0,0,0,24,0
1726,SF1,651,1493,1265,2751,173,9,12,71,0,273,120
1727,SF18,765,2555,2035,4283,185,10,30,125,1,666,55
1728,SF2,335,843,580,1528,65,3,7,19,0,128,8
1729,SF3,837,1107,1076,2159,355,8,19,102,0,262,115
1730,SF4,831,1455,1372,2839,251,4,20,94,0,301,149
1731,SFAL,207,1014,423,1471,27,2,2,29,0,113,0
1732,SH,539,935,1057,2048,225,2,6,29,0,209,12
1733,SH#1,861,256,458,777,671,5,3,20,0,92,7
1734,SH-A,591,1473,918,2502,165,7,9,46,0,224,29
1735,SH-B,549,1503,1010,2629,181,5,5,31,0,194,17
1736,SH1,1298,176,370,399,1214,3,5,54,1,157,11
1737,SH12,323,1006,701,1747,28,3,3,22,1,222,4
1738,SH2,406,93,152,248,318,2,2,15,0,64,2
1739,SH77,932,927,860,1581,706,46,23,74,1,268,20
1740,SHANGI,842,989,771,1967,406,5,8,13,0,195,8
1741,SHCR,190,638,443,1188,4,0,0,3,0,73,3
1742,SHIN,651,362,462,860,397,0,3,60,0,155,0
1743,SJ,2108,370,1112,2248,868,6,25,82,0,281,80
1744,SK,377,172,242,481,248,2,1,6,0,53,0
1745,SKNB,108,731,315,1047,5,2,6,11,0,82,1
1746,SL24,374,824,543,1429,81,3,5,39,0,173,11
1747,SL78-3,2571,762,1672,1192,2508,27,71,301,2,813,91
1748,SLAD,131,50,98,178,87,0,1,0,0,13,0
1749,SLIB,251,1231,579,1826,49,2,1,29,0,152,2
1750,SLS,750,2111,1737,4081,119,10,12,80,0,275,21
1751,SM,2033,3310,3725,7539,487,7,34,131,1,842,27
1752,SMAD,940,921,744,1604,700,14,21,43,0,212,11
1753,SMCA,330,398,453,894,157,3,4,16,0,107,0
1754,SN,2347,294,532,678,2230,4,9,13,0,232,7
1755,SO,515,1978,1079,3098,186,4,6,57,0,215,6
1756,SOOX,992,146,304,373,903,1,9,22,0,130,4
